Ticker,Company,Sector,Industry,Country,Market Cap,Price,Change (%),Volume,Price to Earnings Ratio,Price to Earnings,Forward Price to Earnings,Price/Earnings to Growth,Price to Sales,Price to Book,Price to Cash,Price to Free Cash Flow,Earnings Per Share This Year (%),Earnings Per Share Next Year (%),Earnings Per Share Past 5 Years (%),Earnings Per Share Next 5 Years (%),Sales Past 5 Years (%),Dividend (%),Return on Assets (%),Return on Equity (%),Return on Investment (%),Current Ratio,Quick Ratio,Long-Term Debt to Equity,Debt to Equity,Gross Margin (%),Operating Margin (%),Profit Margin,Outstanding Shares,Float,Insider Ownership (%),Insider Transactions (%),Institutional Ownership (%),Float Short (%),Short Ratio,Average Volume,Performance (Week) (%),Performance (Month) (%),Performance (Quarter) (%),Performance (Half Year) (%),Performance (Year) (%),Performance (Year to Date) (%),Volatility (Week) (%),Volatility (Month) (%),Analyst Recommendation,Relative Volume,Beta,Average True Range,Simple Moving Average (20) (%),Simple Moving Average (50) (%),Simple Moving Average (200) (%),Yearly High (%),Yearly Low (%),Relative Strength Index,Change from Open (%),Gap (%),Volume2
SCYX,Scynexis Inc,Healthcare,Drug Manufacturers - Specialty & Generic,USA,61950000,1.66,-0.6,61162,1.31,1.29,4.17,-,0.45,0.66,0.69,-,201.9,-73.83,30.97,,-42.85,,55.36,132.23,67.81,7.66,6.88,0.16,0.16,98.6,53.91,53.14%,37210000,36080000,3.03,,-0.19,4.4,4.72,336140,-4.02,-1.18,-52.42,-44.15,-11.64,7.05,4.45,5.79,1,0.4,2.03,0.1,0.39,-9.31,-33.5,-56.85,45.22,44.36,0.6,-1.19,61162
SCZ,iShares MSCI EAFE Small-Cap ETF,Financial,Exchange Traded Fund,USA,,59.27,-0.03,958538,-,-,-,-,-,-,-,-,,,,,,1.68,,,,-,-,-,-,,,-,,,,,,,-,1310000,1.12,7.05,1.99,-0.32,4.69,5.15,0.83,0.9,-,1.4,0.97,0.63,2.12,6,1.6,-4.94,13.75,66.02,0.39,-0.19,958538
SD,Sandridge Energy Inc,Energy,Oil & Gas E&P,USA,508870000,13.71,-2.15,98087,3.1,3.07,-,0.61,2.94,1.07,2.17,7.24,,,35.25,5,2.94,1.47,30.49,38.57,34.99,4.72,4.72,0,0,56.08,50.08,96.17%,36870000,36120000,2.62,-0.004,-6.69,4.56,4.94,333450,-2.02,-4.91,-19.35,-3.49,-13.58,-10.18,2.76,2.44,3,1.26,2.16,0.38,-4.51,-9.95,-7.34,-21.18,21.21,36.95,-1.31,-1.79,98087
SDA,SunCar Technology Group Inc,Consumer Cyclical,Auto & Truck Dealerships,China,757310000,8.64,0.35,168836,48.13,47.07,-,-,-,79.2,12.73,-,,,,,,,3.72,4.15,14.28,1.41,1.41,0.09,9.36,,0,-,,15570000,82.33,,0.05,0.46,0.07,960330,-5.22,41.23,-26.21,-49.44,-17.1,-17.58,9.56,9.06,-,0.49,0.03,0.78,14.68,2.76,-28.43,-81.35,124.47,56.72,1.19,-1.98,168836
SDCI,USCF SummerHaven Dynamic Commodity Strategy No K-1 Fund,Financial,Exchange Traded Fund,USA,,17.55,0.37,2919,-,-,-,-,-,-,-,-,,,,,,19.03,,,,-,-,-,-,,,-,,,,,,,-,12350,-2.01,-2.36,-7.41,3.45,-13.28,-3.57,0.93,0.77,-,0.69,0.43,0.22,-3.04,-3.79,-1.29,-14.67,6.78,37.6,0.54,-0.09,2919
SDCP,Virtus Newfleet Short Duration Core Plus Bond ETF,Financial,Exchange Traded Fund,USA,,25.55,0,0,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,,-,,,,,,,-,39460,0.61,,,,,0.61,0.09,,-,0,-,0.04,0.45,0.45,0.45,-0.04,0.87,-,0,0,0
SDD,ProShares UltraShort SmallCap600 -2x Shares,Financial,Exchange Traded Fund,USA,,21.86,-0.58,369,-,-,-,-,-,-,-,-,,,,,,2.54,,,,-,-,-,-,,,-,,,,,,,-,2760,-1.03,-20.07,-8.5,-5.86,-9.77,-15.49,0.61,1.41,-,0.14,-2.12,0.57,-8.46,-14.82,-10.27,-25.24,10.43,32.84,-1.04,-0.13,369
SDEM,Global X MSCI SuperDividend Emerging Markets ETF,Financial,Exchange Traded Fund,USA,,23.86,0.43,13084,-,-,-,-,-,-,-,-,,,,,,7.74,,,,-,-,-,-,,,-,,,,,,,-,5290,-1.44,4.85,3.84,2.47,-0.67,0.5,0.41,0.54,-,3.19,0.83,0.2,0.43,3.16,2.23,-8.78,7.59,56.31,0.54,0.26,13084
SDG,iShares MSCI Global Sustainable Development Goals ETF,Financial,Exchange Traded Fund,USA,,77.04,0.12,11802,-,-,-,-,-,-,-,-,,,,,,1.78,,,,-,-,-,-,,,-,,,,,,,-,16120,0.14,5.01,-0.15,-2.08,-4.46,-2.03,0.66,0.72,-,0.95,0.77,0.74,1.11,4,-0.47,-7.69,10.16,60.34,0.55,-0.08,11802
SDGR,Schrodinger Inc,Healthcare,Health Information Services,USA,2320000000,32.17,0.69,229539,57.28,58.51,-,-,11.84,4.18,4.69,225.33,128.88,-410.88,-50.12,-4.3,26.64,,6.07,8.61,6.53,5.21,5.21,0.2,0.23,60.85,-88.46,22.16%,62160000,61340000,14.85,-0.002,0.41,10.76,8.35,790100,0.5,22.06,-3.83,-15.18,97.32,73.46,5.77,5.48,1.6,0.82,1.58,1.75,5.07,18.42,-2.08,-45.27,101.81,64.19,1.85,-0.38,229539
SDHY,PGIM Short Duration High Yield Opportunities Fund,Financial,Closed-End Fund - Debt,USA,366890000,14.88,0.2,55822,13.91,13.86,-,-,-,-,-,-,,,,,,9.48,,,,-,-,-,-,,,-,24670000,24640000,0.09,0.105,,0.04,0.16,68130,0.13,4.07,-1.85,0.34,-4.81,1.02,0.83,0.82,-,1.51,0.5,0.14,0.9,2.91,0.28,-7.65,6.53,59.44,-0.4,0.2,55822
SDIG,Stronghold Digital Mining Inc,Financial,Capital Markets,USA,34670000,4.4,-16.54,295223,-,-,-,-,0.44,0.49,5.97,-,86,80.23,,,276.97,,-36.66,-77.81,-59.59,0.44,0.32,0.74,0.79,-23.22,-71.18,-106.92%,7880000,6700000,15,-0.2,4.83,10.99,2.45,300370,-24.83,11.17,-3.66,6.16,-15.74,-6.49,14.33,10.93,2,2.68,2.48,0.54,0.38,2.5,-24.56,-64.16,29.48,48.43,-10.93,-3.27,295223
SDIV,Global X SuperDividend ETF,Financial,Exchange Traded Fund,USA,,21.57,-0.32,67191,-,-,-,-,-,-,-,-,,,,,,12.44,,,,-,-,-,-,,,-,,,,,,,-,180640,-2,4.91,-3.49,-2.57,-12.83,-10.11,0.97,1.03,-,1.43,1.13,0.26,0.19,2.21,-2.66,-19.37,7.68,53.06,-0.14,-0.05,67191
SDOG,ALPS Sector Dividend Dogs ETF,Financial,Exchange Traded Fund,USA,,50.03,0.46,19112,-,-,-,-,-,-,-,-,,,,,,4.27,,,,-,-,-,-,,,-,,,,,,,-,54370,0.62,10.58,1.19,0.64,-4.82,-2.86,0.76,0.92,-,1.86,1.01,0.52,4.09,6.89,1.59,-11.74,12.65,71.15,0.16,0.22,19112
SDOT,Sadot Group Inc,Consumer Defensive,Farm Products,USA,18850000,0.41,1.18,90642,-,-,2.9,-,0.03,0.73,7.73,-,41.07,184.85,31.29,,308.44,,-14.78,-42.09,-35.84,1.14,1.14,0.1,0.26,1.86,-0.81,-1.21%,29290000,29200000,37.55,1.026,-4.14,1.34,1.84,212710,-7.19,-42.99,-61.39,-69.88,-55.45,-57.14,11.01,15.71,1,1.26,1.02,0.06,-25.57,-38.46,-62.56,-75.61,-2.52,28.72,-2.5,-1.67,90642
SDOW,ProShares UltraPro Short Dow30 -3x Shares,Financial,Exchange Traded Fund,USA,,20.66,-0.72,2457880,-,-,-,-,-,-,-,-,,,,,,4.04,,,,-,-,-,-,,,-,,,,,,,-,7020000,-1.39,-19.27,-13.34,-16.75,-19.77,-23.82,1.69,1.87,-,0.65,-2.34,0.52,-7.99,-16.99,-18.2,-34.54,-0.75,23.87,-1.06,-0.38,2457880
SDP,ProShares UltraShort Utilities -2x Shares,Financial,Exchange Traded Fund,USA,,12.73,-0.93,16388,-,-,-,-,-,-,-,-,,,,,,2.33,,,,-,-,-,-,,,-,,,,,,,-,23180,-1.22,-11.15,-2.75,4.65,17.11,17.12,1.37,1.67,-,0.83,-1.01,0.31,-3.9,-10.18,0.4,-25.74,26.25,37.91,-2.44,1.18,16388
SDPI,Superior Drilling Products Inc,Energy,Oil & Gas Equipment & Services,USA,20970000,0.7,0.01,5278,9.38,9.42,5.85,-,1,2.06,5.01,8.61,100,50,,,9.36,,10.67,24.05,13.12,2.04,1.43,0.57,0.65,55.55,14.12,9.94%,29250000,11310000,62.8,-0.021,-3.21,0.49,0.88,63420,-0.27,7.25,-14.84,-39.28,-12.82,-24.02,3.23,6.57,1,0.22,0.23,0.04,1.82,-5.75,-28.7,-68.4,20.4,47.32,1.2,0,5278
SDRL,Seadrill Ltd.,Energy,Oil & Gas Drilling,Bermuda,3200000000,40.62,-1.26,172031,5.06,5.06,12.18,-,2.41,1.03,3.67,21.57,-94.64,-14.68,,,-8.83,,5.58,8.93,12.78,3.73,3.73,0.2,0.2,24.05,19.52,36.01%,78720000,66340000,15.73,,,5.92,5.1,769090,-5.54,1.96,-15.84,11.61,39.02,24.33,3.03,2.98,1.1,0.71,-,1.47,-3.67,-3.01,-2.23,-20,43.09,43.64,0.32,-1.63,172031
SDS,ProShares UltraShort S&P500 -2x Shares,Financial,Exchange Traded Fund,USA,,32.6,0.09,1649011,-,-,-,-,-,-,-,-,,,,,,4.01,,,,-,-,-,-,,,-,,,,,,,-,6280000,-2.06,-10.98,-6.58,-10.71,-25.31,-29.63,1.41,1.38,-,0.54,-1.79,0.59,-3.29,-9.55,-12.84,-32.18,0.54,30.56,-0.95,0.18,1649011
SDSI,American Century Short Duration Strategic Income ETF,Financial,Exchange Traded Fund,USA,,50.41,-0.1,5874,-,-,-,-,-,-,-,-,,,,,,5.33,,,,-,-,-,-,,,-,,,,,,,-,3680,-0.12,0.55,0.14,-0.23,0.28,-0.38,0.16,0.16,-,1.68,0.12,0.12,-0.03,0.35,-0.36,-1.99,0.98,50.96,0.11,-0.13,5874
SDVD,FT Cboe Vest SMID Rising Dividend Achievers Target Income ETF,Financial,Exchange Traded Fund,USA,,19.88,0.55,2049,-,-,-,-,-,-,-,-,,,,,,2.6,,,,-,-,-,-,,,-,,,,,,,-,16560,1.04,11.31,3.95,,,0.42,0.76,0.99,-,0.91,-,0.25,4.69,7.77,6.02,-1.38,14.46,69.14,0.66,0,2049
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,Financial,Exchange Traded Fund,USA,,30.8,0.39,275944,-,-,-,-,-,-,-,-,,,,,,2.16,,,,-,-,-,-,,,-,,,,,,,-,557190,0.85,13,6.72,11.25,14.73,18.43,1.34,1.33,-,1.41,1.2,0.45,5.18,9.21,10.78,0.13,24.9,70.74,0.39,0.23,275944
SDY,SPDR Dividend ETF,Financial,Exchange Traded Fund,USA,,121.87,0.53,144950,-,-,-,-,-,-,-,-,,,,,,2.64,,,,-,-,-,-,,,-,,,,,,,-,514030,0.15,7.52,1.24,-0.19,-5.42,-2.54,0.7,0.78,-,0.96,0.88,1.09,2.66,5.58,1.16,-7.98,10.97,70.65,0.4,0.16,144950
SE,Sea Ltd ADR,Consumer Cyclical,Internet Retail,Singapore,19570000000,37.71,-5.9,15195976,33.61,33.9,40.76,-,1.53,3.32,2.63,-,138.72,3.62,-1.6,,103.09,,3.9,12.13,6.44,1.7,1.69,0.65,0.71,46.57,5.35,5.33%,519230000,510900000,1.6,,4.87,4.62,2.85,8270000,-0.86,-13.14,-1.17,-41.77,-38,-27.22,4.34,5.53,1.91,2.78,1.54,2.19,-2.08,-9.02,-34.13,-57.37,8.6,45.24,5.75,-10.47,15195976
SEA,U.S. Global Sea to Sky Cargo ETF,Financial,Exchange Traded Fund,USA,,15.08,0.07,3103,-,-,-,-,-,-,-,-,,,,,,17.12,,,,-,-,-,-,,,-,,,,,,,-,3020,-1.68,3.86,1.78,5.16,-6.14,9.14,0.75,0.73,-,2.6,1.22,0.16,0.09,1.63,1.16,-10.43,11.92,52.28,0.07,0.27,3103
SEAS,SeaWorld Entertainment Inc,Consumer Cyclical,Leisure,USA,3350000000,52.22,0.69,136029,13.87,13.75,11.33,0.95,1.92,-,15.4,15.79,-7.41,19.35,,14.5,40.96,,9.86,,12.44,0.92,0.79,-,-,40.15,28.36,14.07%,63910000,62920000,1.6,-0.071,-5.13,5.43,4.11,830320,2.49,13.3,8.32,-12.84,-2.98,-3.2,2.47,2.57,1.67,0.62,1.83,1.46,5.05,11.86,-1.67,-24.04,26.76,63.9,0.12,-0.19,136029
SEAT,Vivid Seats Inc,Communication Services,Internet Content & Information,USA,784720000,7.01,-0.69,440771,17,17.07,16.05,1.57,1.16,-,2.93,6.28,39.9,-12.7,,10.88,599.27,,4.65,,36.93,0.89,0.85,-,-,73.35,15.3,8.78%,78070000,41800000,62.73,-0.033,-6.34,10.18,4.64,917280,-17.06,-5.53,4.63,-14.53,-10.14,-4.11,5.88,4.22,1.75,2.16,1.38,0.4,-10.59,1.06,-5.15,-29.22,25.34,42.13,-1.13,0.43,440771
SEB,Seaboard Corp.,Industrials,Conglomerates,USA,3520000000,3629,0.25,661,10.94,10.95,-,-,0.35,0.82,2.81,8.21,,,18.82,,14.55,0.25,5.02,7.76,6.28,3.09,1.79,0.19,0.24,5.78,1.79,3.87%,1160000,370000,61.67,,,0.46,0.9,1890,2.13,4.54,0.98,-4.32,-4.24,-3.69,2.18,2.18,-,1.12,0.47,80.85,2.69,2.35,-1.4,-10.89,6.87,60.01,0.54,-0.04,661
SECO,Secoo Holding Ltd ADR,Consumer Cyclical,Internet Retail,China,2360000,0.41,-6.86,43475,-,-,-,-,-,-,-,-,,,7.93,,,,,,,-,-,-,-,,,-,,5210000,9.48,,,0.51,0.01,3420000,-13.89,-37.88,17.29,-52.27,-77.57,-77.93,9.78,11.99,3,0.02,-0.06,0.09,-22.31,-36.1,-44.65,-91.84,56.26,36.36,-5.74,-1.09,43475
SECT,Main Sector Rotation ETF,Financial,Exchange Traded Fund,USA,,44.96,0.18,11807,-,-,-,-,-,-,-,-,,,,,,0.82,,,,-,-,-,-,,,-,,,,,,,-,84560,1.05,7.07,3.87,6.26,13.42,16.34,1.01,0.78,-,0.89,0.93,0.44,2.21,5.31,7.06,0.51,18.67,68.82,0.62,-0.07,11807
SEDA,SDCL EDGE Acquisition Corp,Financial,Shell Companies,USA,274640000,10.99,2.14,101,107.12,104.78,-,-,-,1.31,5372.85,-,,,,,0,,1.23,1.27,1.25,0.02,0.02,0,0,,0,-,20000000,16000000,36,,-1.08,0.03,0.04,135760,0.09,0.37,2.18,4.98,11.04,6.96,0.08,0.12,-,0.02,0.01,0.05,0.24,0.89,4.03,-6.76,7.65,67.31,-0.09,0.09,101
SEDG,Solaredge Technologies Inc,Technology,Solar,Israel,4490000000,78.73,0.36,618237,21.6,21.69,61.97,1.68,1.27,1.81,4.39,-,-28.19,-70.14,-2.72,12.94,40.36,,5.09,9.58,6.79,3.84,2.49,0.29,0.29,28.77,10.99,6.13%,56810000,56340000,0.82,0.047,1.69,15.75,2.93,3030000,-4.72,13.25,-47.21,-72.09,-74.76,-71.88,4.68,5.05,2.56,0.61,1.54,4.6,1.25,-12.77,-62.24,-76.97,25.93,44.44,1.83,-0.23,618237
SEE,Sealed Air Corp.,Consumer Cyclical,Packaging & Containers,USA,4850000000,33.57,-0.56,453776,15.78,15.62,11.07,1.71,0.87,11.75,17.08,19.52,-28.71,2.66,30.04,9.12,4.89,2.02,4.6,98.66,6.06,1.23,0.75,11.5,12.16,29.26,16.17,5.60%,144670000,143140000,0.9,0.007,-6.47,4,2.73,2100000,0.42,3.32,-0.85,-13.48,-34.88,-32.56,3.55,3.06,2.13,0.91,1.31,1.12,1.4,5.32,-14.07,-40.39,18.04,53.8,0.09,-0.59,453776
SEED,Origin Agritech Ltd.,Basic Materials,Agricultural Inputs,China,11980000,1.84,-3.46,6340,-,-,-,-,1.13,-,5.61,-,,,66.25,,135.86,,-7.61,,,0.29,0.24,-,-,25.02,-16.81,-12.25%,5990000,4760000,24.34,,-12.08,0.21,0.43,23450,-8.95,-29.88,-51.96,-65.93,-82.59,-73.87,10.5,13.61,-,2,1.11,0.26,-18.3,-30.04,-58.83,-83.04,11.75,35.2,-2.89,-1.58,6340
SEEL,Seelos Therapeutics Inc,Healthcare,Biotechnology,USA,10760000,1.43,-14.46,370996,-,-,-,-,6.78,-,4.03,-,51.28,7.88,53.03,,-20,,-218.66,-584.2,,0.18,0.18,-,-,93.87,-3273.87,-3295.87%,7370000,7210000,2.27,,,3.85,0.5,558480,-30.61,-71.95,-95.23,-95.31,-95.8,-93.32,24.21,25.32,1,1.49,1.71,0.64,-52.55,-70,-94.01,-97.27,30.77,30.52,-19.53,1.81,370996
SEER,Seer Inc,Healthcare,Biotechnology,USA,105320000,1.64,-3.8,87026,-,-,-,-,6.61,0.26,0.32,-,3.67,8.08,-94.75,-11.7,367.47,,-19.26,-21.08,-21.06,27.65,27.31,0.07,0.07,14.46,-664.84,-565.84%,59370000,41900000,34.35,0.001,-2.01,4.22,5.03,351000,-3.51,2.17,-35.8,-63.09,-74.65,-71.55,3.89,7.61,2.33,1.62,1.53,0.11,0.36,-7.31,-49.77,-75.56,13.4,46.07,-3.51,0,87026
SEF,ProShares Short Financials -1x Shares,Financial,Exchange Traded Fund,USA,,11.98,-0.58,2491,-,-,-,-,-,-,-,-,,,,,,3.02,,,,-,-,-,-,,,-,,,,,,,-,53050,-0.41,-7.28,-4.43,-8.48,-6.77,-7.7,0.82,0.67,-,0.19,-1,0.11,-2.68,-6.41,-7.17,-14.94,1.05,27.87,-0.75,0.08,2491
SEIC,SEI Investments Co.,Financial,Asset Management,USA,7950000000,60.43,0.35,105188,17.94,17.95,16.47,1.5,4.21,3.83,8.98,17.57,-0.92,7.24,6.78,12,5.52,1.45,19.34,22.61,21.62,-,-,0.01,0.01,84.47,22.16,23.97%,134160000,108260000,17.73,-0.028,-1.4,1.24,2.48,540060,0.58,8.12,-0.03,3.83,-0.38,3.72,1.09,1.31,2.86,0.61,0.99,0.8,3.53,6.01,2.81,-6.52,15.85,70.33,0.38,0,105188
SEIM,SEI Enhanced U.S. Large Cap Momentum Factor ETF,Financial,Exchange Traded Fund,USA,,27.06,0.15,424,-,-,-,-,-,-,-,-,,,,,,1.07,,,,-,-,-,-,,,-,,,,,,,-,3050,1.3,5.83,4.74,4.89,7.28,12.15,0.51,0.51,-,0.19,0.95,0.2,1.92,5.27,5.84,-0.12,14.67,69.49,0.55,0,424
SEIQ,SEI Enhanced U.S. Large Cap Quality Factor ETF,Financial,Exchange Traded Fund,USA,,29.6,0.36,126,-,-,-,-,-,-,-,-,,,,,,1.03,,,,-,-,-,-,,,-,,,,,,,-,1500,1.06,5.23,4.46,5.37,14.29,18.66,0.37,0.37,-,0.13,0.86,0.18,1.64,4.92,6.29,-1.82,20.04,70.69,0.79,0,126
SEIV,SEI Enhanced U.S. Large Cap Value Factor ETF,Financial,Exchange Traded Fund,USA,,27.25,0.24,354,-,-,-,-,-,-,-,-,,,,,,2.22,,,,-,-,-,-,,,-,,,,,,,-,3280,1.59,8.15,5.99,8.17,12.23,15.83,0.6,0.51,-,0.15,1.05,0.21,3.49,6.85,8.7,0.6,21.28,74.31,0.6,0,354
SEIX,Virtus Seix Senior Loan ETF,Financial,Exchange Traded Fund,USA,,23.98,0.04,18459,-,-,-,-,-,-,-,-,,,,,,8.04,,,,-,-,-,-,,,-,,,,,,,-,23450,0.29,0.25,0.25,2.19,2.57,3.23,0.53,0.5,-,1.38,0.21,0.13,0.4,0.58,1.21,-2.6,3.9,58.03,0.21,0,18459
SELF,Global Self Storage Inc,Real Estate,REIT - Industrial,USA,52690000,4.72,0,4795,23.21,23.11,-,-,4.28,1.1,7.63,12.34,,,,,9.89,6.13,3.35,4.68,3.48,-,-,0.35,0.36,50.14,23.52,18.39%,11110000,10370000,6.94,-0.004,14.18,0.06,0.28,22900,0.86,1.08,-6.75,-7.84,-7.84,-3.69,1.73,2.6,1,1.27,0.23,0.11,0.67,1.06,-5.71,-18.16,8.55,52.47,-0.21,-0.42,4795
SELV,SEI Enhanced Low Volatility U.S. Large Cap ETF,Financial,Exchange Traded Fund,USA,,25.51,0.19,235,-,-,-,-,-,-,-,-,,,,,,2.39,,,,-,-,-,-,,,-,,,,,,,-,16990,0.24,3.78,1.66,2.16,0.63,3.31,0.34,0.22,-,0.19,0.66,0.12,1.25,3.4,2.4,-3.32,7.92,66.02,0.58,0,235
SEM,Select Medical Holdings Corporation,Healthcare,Medical Care Facilities,USA,3050000000,23.81,1.41,70914,13.55,13.51,10.37,0.43,0.46,2.4,39.37,15.97,61.63,15.1,-1.5,31.82,7.88,1.4,2.84,18.25,3.62,1.09,1.09,3.72,3.96,10.41,7.91,3.29%,127170000,101110000,21.14,-0.01,-3.3,2.55,4.52,569270,-0.34,8.19,-9.61,-15.49,0.42,-4.19,2.34,2.3,1.4,0.69,1.32,0.62,2.79,2.18,-11.85,-29.01,11.8,56.1,1.06,0.26,70914
SEMI,Columbia Seligman Semiconductor and Technology ETF,Financial,Exchange Traded Fund,USA,,21.24,2.46,151,-,-,-,-,-,-,-,-,,,,,,0.12,,,,-,-,-,-,,,-,,,,,,,-,4000,5.45,14.87,8.81,5.72,27.93,37.61,0.22,0.82,-,0.21,1.57,0.35,5.77,10.6,11.47,-1.83,41.71,71.31,2.94,0.1,151
SEMR,SEMrush Holdings Inc,Technology,Software - Application,USA,1650000000,11.49,-0.09,65351,-,-,75.23,-,5.62,8.04,7.16,-,136.58,122.63,,,40.47,,-6.66,-9.53,-9.32,2.85,2.85,0.04,0.06,82.73,-7.67,-6.76%,43740000,28610000,80.03,-0.009,0.01,5.96,6.51,261870,2.5,39.71,32.6,48.77,41.26,40.91,3.76,4.34,2.14,0.96,1.5,0.43,11.22,26.87,27.01,-1.56,60.2,74.73,0.09,-0.35,65351
SENEA,Seneca Foods Corp.,Consumer Defensive,Packaged Foods,USA,358640000,50.19,0.37,11251,10.61,10.61,-,-,0.24,0.63,29.72,-,,,,,5.54,,2.41,6.23,3.25,2.67,0.33,0.89,0.95,10.14,4.66,2.37%,5930000,4820000,32.61,0.001,-7.25,1.95,1.87,50280,-1.39,-11.52,-1.9,5.65,-21.96,-17.11,3.69,3.96,-,0.61,0.32,1.87,2.36,-3.88,4.11,-23.05,55.45,50.16,0.38,0.66,11251
SENS,Senseonics Holdings Inc,Healthcare,Medical Devices,USA,345500000,0.65,3.17,764556,-,-,-,-,17.27,6.63,2.76,-,10.7,-6.45,26.61,32.1,65.76,,-18.79,-84.76,-23.18,8.45,7.88,0.52,0.53,13.16,-388.64,-158.75%,479640000,464250000,12.12,0.004,-0.52,10.51,20.18,2420000,-2.67,25.05,2.82,-13.93,-42.73,-37.73,7.77,7.25,3,0.84,0.84,0.04,6.89,15.06,-5.63,-49.5,39.25,62.65,0.22,1.43,764556
SEPA,SEP Acquisition Corp,Financial,Shell Companies,USA,61460000,10.58,0,0,-,-,-,-,-,5.94,118.2,-,,,,,0,,-1.02,-1.08,-19.17,0.25,0.25,0,0.07,,0,-,1300000,150000,97.43,,,0.1,0.02,7790,-0.21,-2.59,3.97,7.08,8.17,6.43,0.08,0.17,-,0,0,0.07,-0.49,-1.47,3.4,-19.86,12.54,44.29,0,0,0
SEPT,AllianzIM U.S. Large Cap Buffer10 Sep ETF,Financial,Exchange Traded Fund,USA,,25.63,0.18,373,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,,-,,,,,,,-,9270,0.87,4.47,3.45,,,2.36,0.23,0.24,-,0.16,-,0.12,1.96,4.46,4.25,0.24,9.51,72.2,-0.09,0.33,373
SEPW,AllianzIM U.S. Large Cap Buffer20 Sep ETF,Financial,Exchange Traded Fund,USA,,25.56,0.07,3498,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,,-,,,,,,,-,21670,0.62,3.61,2.35,,,1.98,0.23,0.32,-,0.23,-,0.11,1.1,3.04,3.05,0.16,6.59,71.63,0.03,0.14,3498
SEPZ,TrueShares Structured Outcome (September) ETF,Financial,Exchange Traded Fund,USA,,33.7,0,0,-,-,-,-,-,-,-,-,,,,,,0.6,,,,-,-,-,-,,,-,,,,,,,-,950,0.88,7.76,1.32,9.47,9.79,15.18,0.15,0.21,-,0,0.68,0.19,2.67,3.78,7.63,0.28,15.79,68.18,0.28,0,0
SERA,Sera Prognostics Inc,Healthcare,Diagnostics & Research,USA,131630000,4.2,-4.16,290516,-,-,-,-,387.47,1.7,2.78,-,18.18,13.25,,,141.42,,-36.84,-41.7,-49.75,3.51,3.51,0.01,0.03,-390,-12542.73,-11534.24%,29610000,12010000,61.67,0,0.23,1.81,0.16,1350000,116,137.36,163.41,24.5,242.86,242.86,44.29,16.81,1.67,0.71,0.52,0.77,85.17,108.09,52.72,-56.19,292.73,70.17,-1.59,1.15,290516
SES,SES AI Corporation,Consumer Cyclical,Auto Parts,USA,724950000,2.05,-3.76,132783,-,-,-,-,-,2.07,2.19,-,-32.81,-64.86,,,0,,-12.26,-13.69,-13.89,22.28,22.25,0.03,0.03,,0,-,305830000,167960000,52.25,-0.003,8.45,3.87,12.92,503220,-6.47,9.6,-2.69,2.84,-45.48,-31.11,7.86,8.54,3,1.51,2.66,0.18,-3.19,-1.47,-4.94,-50.11,63.16,49.12,1.88,0,132783
SETH,ProShares Short Ether Strategy ETF,Financial,Exchange Traded Fund,USA,,32.99,7.6,2197,-,-,-,-,-,-,-,-,,,,,,0.17,,,,-,-,-,-,,,-,,,,,,,-,4710,1.2,-8.22,,,,-19.03,2.14,1.66,-,0.89,-,1.24,-5.3,-7.81,-7.81,-19.24,7.54,-,1.01,6.46,2197
SETM,Sprott Energy Transition Materials ETF,Financial,Exchange Traded Fund,USA,,16.62,-2.18,1655,-,-,-,-,-,-,-,-,,,,,,,,,,-,-,-,-,,,-,,,,,,,-,5640,-2.12,3.8,-7.07,-6.74,,-18.67,1.12,1.79,-,0.31,-,0.4,-0.72,-0.71,-4.17,-20.57,6.14,48.18,-1.19,-1.12,1655
SEVN,Seven Hills Realty Trust .,Real Estate,REIT - Mortgage,USA,178460000,12.04,1.43,25853,6.66,6.68,8.12,-,2.57,0.66,2.96,10.1,20.8,-1.66,15.71,,29.45,11.6,3.47,9.82,4.39,-,-,1.23,1.75,88.05,82.95,38.03%,14710000,14440000,2.52,0.01,3,0.54,1.34,58510,3.73,11.83,11.52,28.86,30.25,33.11,2.35,1.75,1,1.17,1.03,0.22,6.79,11.34,16.27,0,41.19,73.8,1.17,0.5,25853
SEZL,Sezzle Inc.,Financial,Credit Services,USA,67370000,11.9,-4.42,3606,27.13,27.58,-,-,0.48,3.96,1.07,-,,,-67.15,,311.22,,2.83,40.44,5.08,2.11,2.11,4.25,4.25,44.81,12.96,3.22%,208180000,2650000,53.49,0.059,,0.3,0.14,55040,20.45,20.19,,,,-85,10.62,10.69,-,0.47,-,1.36,13.33,15.23,-1.2,-85,70.15,47.43,-1.81,-0.48,3606
SF,Stifel Financial Corp.,Financial,Capital Markets,USA,6630000000,64.91,-0.11,101268,15.02,15,10.26,1.06,1.32,1.47,2.37,7.38,-20.61,38.85,11.01,14.18,45.42,2.21,1.42,10.25,6.91,-,-,0.38,0.46,85.26,17.59,9.98%,105350000,98440000,3.49,0,-1.06,1.84,3.2,565360,1.23,8.82,-0.61,11.4,8.08,11.17,1.88,1.89,2.43,0.87,1.2,1.3,4.78,8.09,6.95,-5.64,21.35,65.66,0.03,-0.25,101268
